id,category,en,zh,note_zh,note_en
8910,1000字,chopsticks,筷子,n.筷子（名词chopstick的复数形式）<br><br><i>1</i>. She is still awkward with <em><em>chopsticks</em></em>.<br>她用筷子还不熟练。<br><i>2</i>. I have trouble using <em><em>chopsticks</em></em> correctly.<br>我很难正确地使用筷子。<br>,
8911,1000字,Christmas,"聖誕節,耶誕節[U]","n.圣诞节<br><br><i>1</i>. We usually sing carols at <em>Christmas</em>.<br>圣诞节时，我们一般会唱颂歌。<br><i>2</i>. <em>Christmas</em> is a time of mirth, especially for children.<br>圣诞节是个快乐的日子，尤其是对孩子们。<br><i>3</i>. They decorated the <em>Christmas</em> tree with tinsel.<br>他们用亮金属片装饰圣诞树。<br>",
8912,1000字,church,"教堂,禮拜堂[C]","n.礼拜仪式；教堂；基督教徒<br>adj.教堂的<br>v.把 ... 带到教堂接受某种宗教仪式<br><br><i>1</i>. Church begins at 9 o' clock.<br>礼拜仪式9点开始。<br><i>2</i>. Christians go to <em><em>church</em></em> on Sundays.<br>基督教徒每个星期日到教堂去做礼拜。<br><i>3</i>. Everyone in <em><em>church</em></em> knelt in prayer.<br>教堂里每个人都跪着祈祷。<br><i>4</i>. I'm just going to the <em><em>church</em></em> to see the priest.<br>我正要去教堂去见见牧师。<br><i>5</i>. She loves <em><em>church</em></em> music.<br>她喜爱教堂音乐。<br>",
8913,1000字,circle,圓;圓圈,,
8914,1000字,city,"城市,都市,市[C]",n.城市；都市；全体市民；特许市；特权市<br>City.<br>n.（伦敦最古老的金融商务中心）伦敦商业区<br><br><i>1</i>. Beijing is a large <em><em>city</em></em>.<br>北京是一座大城市。<br><i>2</i>. I live in the west of the <em><em>city</em></em>.<br>我住在该城市的西部。<br><i>3</i>. The <em><em>city</em></em> is held by the enemy.<br>这座城市已被敌人占领。<br><i>4</i>. He said he preferred country life to <em><em>city</em></em> life.<br>他说他喜欢乡下生活，而不喜欢都市生活。<br><i>5</i>. She works in the City.<br>她在伦敦商业区工作。<br>,
8915,1000字,class,(社會的)階級;社會等級[C][G],"n.等级；阶级；阶层；班级；课；[生]纲；<口>出色的风度<br>v.分类<br><br><i>1</i>. I wouldn't put him in the same <em><em>class</em></em> as Verdi.<br>我没把他看作是与维迪一个级别的。<br><i>2</i>. All of us are working <em><em>class</em></em>.<br>我们都是工人阶级。<br><i>3</i>. They are the leading <em><em>class</em></em> in our country.<br>在我们国家,他们是领导阶级。<br><i>4</i>. We were both in the same <em><em>class</em></em>.<br>那时我们在同一个班。<br><i>5</i>. Immigrant workers were <em><em>class</em></em>ed as resident aliens.<br>移民来的工人已归入外侨类。<br>",
8916,1000字,classmate,同班同學[C],n.同班同学<br><br><i>1</i>. He is my <em><em>classmate</em></em> of junior middle school.<br>他是我初中时的同班同学。<br><i>2</i>. He helped a <em><em>classmate</em></em> who was behind with his homework.<br>他帮助一位没有按时完成作业的同班同学。<br>,
8917,1000字,classroom,教室[C],"n.教室；课堂<br><br><i>1</i>. The <em><em>classroom</em></em> was crammed with students.<br>教室里挤满了学生。<br><i>2</i>. Teachers rule in <em><em>classroom</em></em> teaching.<br>在课堂教学中教师占主导地位。<br><i>3</i>. Don't confine your study only to the <em><em>classroom</em></em>.<br>不要把自己的学习只局限于课堂。<br>",
8918,1000字,clean,清潔的;未污染的;洗過的;愛乾淨的,"adj.干净的；纯洁的；完全的；空白的；正当的；精准的<br>adv.完全地<br>n.清洁<br>v.打扫；清扫；擦，刷<br><br><i>1</i>. You must keep your clothes <em><em>clean</em></em>.<br>你必须保持衣着整洁。<br><i>2</i>. I'll let you use my bike on condition that you keep it <em><em>clean</em></em>.<br>如果你能保持车子干净,我就让你用我的自行车。<br><i>3</i>. Mickey is a <em><em>clean</em></em> mouse right from the beginning.<br>米老鼠从一开始就是一只纯洁的老鼠。<br><i>4</i>. President Bush writes a personal letter to Kim, in essence entreating him to come <em><em>clean</em></em> on his nuclear program so we can proceed to full normalization.<br>布什总统给金正日写了一封私人信件，主要是要求他澄清核项目，这样我们可以和他们继续推进完全的正常化关系。<br><i>5</i>. I <em><em>clean</em></em> forgot about it.<br>我完全忘记了这件事。<br><i>6</i>. The housewife always keeps the sink <em><em>clean</em></em>.<br>主妇总是保持水槽的清洁。<br><i>7</i>. Please <em><em>clean</em></em> the window as I can hardly see out.<br>请把窗子弄干净，我几乎看不到外面。<br>",
8919,1000字,clear,"清澈的,透明的;(皮膚)潔淨的","adj.清楚的；明确的；明白(某事)的；清晰的；清澈的；晴朗的；头脑清醒的<br>v.清空；清除；澄清；放晴；使明确<br>adv.清楚地；彻底地<br>n.空地<br><br><i>1</i>. I made it <em><em>clear</em></em> to him that I rejected his proposal.<br>我清楚地告诉他，我拒绝了他的建议。<br><i>2</i>. You are a boss, as is <em><em>clear</em></em> from your manner.<br>你是一个老板,从你的举止就能很清楚地看出来。<br><i>3</i>. There is a <em><em>clear</em></em> division of labor in ants.<br>蚂蚁间有明确的分工。<br><i>4</i>. His height gives him a <em><em>clear</em></em> advantage.<br>他的身高使他具有明显的优势。<br><i>5</i>. The ground should first be <em><em>clear</em></em>ed of weeds.<br>这块地上的杂草应该先除干净。<br><i>6</i>. He tried hard to speak loud and <em><em>clear</em></em> on that occasion.<br>他竭力想让自己在这种场合说话响亮清楚些。<br>",
8920,1000字,climb,"爬,攀登;登上",v.攀登；爬；上升<br>n.爬；攀爬处<br><br><i>1</i>. I have some <em><em>climb</em></em>ing plants in the garden.<br>我的花园里长着一些攀缘植物。<br><i>2</i>. We go to <em><em>climb</em></em> mountains every Sunday.<br>每个星期天我们都去爬山。<br><i>3</i>. The road <em><em>climb</em></em>s steeply for several miles.<br>这条路有几英里向上倾斜得很陡。<br><i>4</i>. The value of imports has <em><em>climb</em></em>ed sharply in the last year.<br>去年进口货物的价值急剧上升。<br><i>5</i>. Do you think you can <em><em>climb</em></em> that steep cliff?<br>你以为你能爬上那座悬崖峭壁吗？<br>,
8921,1000字,clock,時鐘[C],n.时钟<br>v.计时；打卡<br><br><i>1</i>. The <em><em>clock</em></em> shows half past two.<br>时钟的针指著两点半。<br><i>2</i>. This <em><em>clock</em></em> has outlasted several owners.<br>这座时钟的寿命比它的几个主人的寿命都长。<br><i>3</i>. The silence was succeeded by the striking of a <em><em>clock</em></em>.<br>时钟鸣响声打破了寂静。<br><i>4</i>. There must be something wrong with my <em><em>clock</em></em>.<br>我的钟一定是坏了。<br><i>5</i>. Workers usually <em><em>clock</em></em> off at 5.30.<br>工人们通常在5时30分下班。<br>,
8922,1000字,close,關閉;蓋上;合上,"v.关；合拢；不开放；停业；结束；收盘；（使）缩小；牢牢握住或抓住；（使）靠拢；同意；短兵相接<br>adj.亲近的；近的；几乎的；闷热的；严密的；紧凑的；剪得很短的；守口如瓶的；吝啬的；势均力敌的<br>adv.接近；靠近；紧紧地<br>n.死胡同；完结；结论<br><br><i>1</i>. If you <em><em>close</em></em> your eyes, you can't see anything.<br>如果你闭上眼睛，就什么也看不见了。<br><i>2</i>. The road was <em><em>close</em></em>d to traffic for two days.<br>这条路已经封路两天了。<br><i>3</i>. The hospital <em><em>close</em></em>d at the end of last year.<br>这所医院去年年底关闭。<br><i>4</i>. He <em><em>close</em></em>d his speech with a funny joke.<br>他用一则有趣的笑话结束了演讲。<br><i>5</i>. I believe you and he were very <em><em>close</em></em> friends.<br>我相信你和他是亲密无间的朋友。<br><i>6</i>. They live quite <em><em>close</em></em>.<br>他们住得很近.<br><i>7</i>. He soon brought the meeting to a <em><em>close</em></em>.<br>他很快就结束了会见。<br>",
8923,1000字,clothes,衣服;服裝,"n.服装；衣服<br><br><i>1</i>. She has good taste in <em><em>clothes</em></em>.<br>她对服装有很好的审美眼光。<br><i>2</i>. It might be appropriate to wear traditional <em><em>clothes</em></em> on special occasions.<br>在某些特定的场合,我们适合穿传统服装。<br><i>3</i>. I washed many <em><em>clothes</em></em> with my washer last night.<br>我昨晚用洗衣机洗了很多衣服。<br><i>4</i>. Plain, simple <em><em>clothes</em></em> are appropriate for school wear.<br>简单朴素的衣服适合在学校里穿。<br>",
8924,1000字,cloudy,"多雲的,陰天的","adj.多云的；阴天的；混浊的；模糊不清的<br><br><i>1</i>. Tonight will be <em><em>cloudy</em></em>.<br>今天夜间多云。<br><i>2</i>. In that <em><em>cloudy</em></em> sky only one lone star can be seen.<br>在那多云的天上，只能看到孤零零的一颗星星。<br><i>3</i>. It's <em><em>cloudy</em></em> today.<br>今天阴天。<br><i>4</i>. A drop of milk diffused in the water, and it became <em><em>cloudy</em></em>.<br>一滴奶在水中扩散开来，使水变得混浊不清了。<br>",
8925,1000字,club,"(運動,娛樂等的)俱樂部;會;社[G]","n.俱乐部；棍棒；(扑克牌中)梅花<br>v.用棍棒打；分担花费；凑钱；泡夜总会<br><br><i>1</i>. The tennis <em><em>club</em></em> has organized a dance.<br>网球俱乐部组织了一次舞会。<br><i>2</i>. He is an active member of the school's stamp <em><em>club</em></em>.<br>他是学校集邮俱乐部的一名活跃会员。<br><i>3</i>. I was a slave under <em><em>club</em></em> and fist.<br>在他们的棍棒和拳脚下，我就是一个奴隶。<br><i>4</i>. You can see the king of <em><em>club</em></em> is the winning play.<br>你可以看出来打梅花K是赢牌的一招。<br><i>5</i>. He was <em><em>club</em></em>bed to death with a butt of a gun.<br>他是被人用枪托殴打致死的。<br>",
8926,1000字,coat,"外套,大衣;(西裝的)上衣","n.外套；上衣；层；表皮<br>vt.涂上；覆盖；包上<br><br><i>1</i>. You may hang your <em><em>coat</em></em> on the hook.<br>你可以把外套挂在钩子上。<br><i>2</i>. She was wearing a woolen <em><em>coat</em></em>, with a cotton blouse underneath.<br>她外面穿了一件毛外套，里面穿一件棉布衬衫。<br><i>3</i>. Jane bought a fur <em><em>coat</em></em> yesterday.<br>简昨天买了一件裘皮大衣。<br><i>4</i>. One of the buttons has come off my <em><em>coat</em></em>.<br>我上衣上的一颗扣子掉了。<br><i>5</i>. The bookshelves were <em><em>coat</em></em>ed with red paint.<br>书架上涂了一层红色的油漆。<br>",
8927,1000字,coffee,咖啡[U],n.咖啡；咖啡色<br><br><i>1</i>. He put some sugar into his <em><em>coffee</em></em>.<br>他往咖啡里加了些糖。<br><i>2</i>. Have some cream in your <em><em>coffee</em></em>.<br>在你的咖啡里加点奶油吧。<br><i>3</i>. We had cookies and <em><em>coffee</em></em>.<br>我们吃了甜饼和咖啡。<br><i>4</i>. I prefer tea to <em><em>coffee</em></em>.<br>我更喜欢茶，而不是咖啡。<br>,
8928,1000字,Coke,可口可樂(=Coca-Cola),n.焦炭<br>n.<口>可口可乐(=Coca-Cola)<br>v.（使）炭化<br><br><i>1</i>. <em>Coke</em> consists mainly of carbon.<br>焦炭的主要成分是碳。<br><i>2</i>. Without <em>coke</em> iron cannot be smelted.<br>没有焦炭就不能炼铁。<br>,
8929,1000字,cold,"冷的,寒冷的","adj.冷的；寒冷的；冷酷的；冷淡的；冷静的<br>n.寒冷；感冒；伤风<br>adv.完全地；彻底地<br><br><i>1</i>. We lunched out on <em><em>cold</em></em> meat and salad.<br>我们午饭在外面吃的是凉肉和色拉。<br><i>2</i>. It was bitterly <em><em>cold</em></em> that night.<br>那个夜晚,天气十分寒冷。<br><i>3</i>. His <em><em>cold</em></em> manner holds people off.<br>他的冷淡态度使人们不敢接近他。<br><i>4</i>. Our enthusiasm for the plan faded in the <em><em>cold</em></em> light of day and we realized how impractical it really was.<br>经过客观冷静的分析，我们对这个计划的热情消失了，因为我们认识到它实在不实际了。<br><i>5</i>. The dampness is unpleasant,not to mention the <em><em>cold</em></em>.<br>潮湿就令人不快,更不必说寒冷了。<br><i>6</i>. John knew the business <em><em>cold</em></em>.<br>约翰对此事了如指掌。<br>",
8930,1000字,collect,"收集,採集;使集合","v.收集；聚集；募捐；运走；使（自己）镇定<br><br><i>1</i>. He used to <em><em>collect</em></em> cards, but now he likes to <em><em>collect</em></em> stamps.<br>他以前收集卡片,现在却喜欢收集邮票。<br><i>2</i>. A crowd soon <em><em>collect</em></em>ed at the scene of the accident.<br>群众迅速聚集在出事现场。<br><i>3</i>. He's <em><em>collect</em></em>ing (money) for famine relief.<br>他正在为赈济饥民募捐.<br><i>4</i>. The dustmen <em><em>collect</em></em> the rubbish once a week.<br>垃圾工每周运走一次垃圾.<br>",
8931,1000字,color,"色,色彩;顏色;彩色[C][U]","n.颜色；彩色；颜料<br>vt.渲染；把 ... 涂颜色<br>vi.脸红；着色；影响，左右<br>=colour（英）<br><br><i>1</i>. That's rather an effective use of <em><em>color</em></em>.<br>这种使用颜色的手法效果相当好。<br><i>2</i>. This is a sort of indeterminate <em><em>color</em></em>.<br>这是一种说不清的颜色。<br><i>3</i>. Pink is her favorite <em><em>color</em></em>.<br>粉红色是她最喜欢的颜色。<br><i>4</i>. It has been desired to obtain a single <em><em>color</em></em> film.<br>人们希望得到一种简单的彩色胶片。<br><i>5</i>. I'd like you to <em><em>color</em></em> the place up a bit.<br>我希望你把这地方装得鲜艳一些。<br><i>6</i>. She felt the <em><em>color</em></em> flamed up in her cheek.<br>她感到自己的脸红了。<br>",
8932,1000字,come,來;來到,,
8933,1000字,comfortable,"使人舒服的,舒適的","adj.舒适的；充裕的<br><br><i>1</i>. Were it not for science, we could not live a <em><em>comfortable</em></em> live.<br>若非科学，我们无法过着舒适的生活。<br><i>2</i>. Neither chair is <em><em>comfortable</em></em>.<br>两把椅子坐起来都不舒服。<br><i>3</i>. A <em><em>comfortable</em></em> house may be an Eden.<br>一个舒适的家可以是一个乐园。<br><i>4</i>. She has pretty dancing slippers and <em><em>comfortable</em></em> bedroom slippers.<br>她有漂亮的舞鞋和舒适的卧室拖鞋。<br>",
8934,1000字,comic,喜劇的;喜劇般的[Z],n.连环图画；喜剧演员<br>adj.滑稽的；有趣的；喜剧的<br><br><i>1</i>. Children like to read <em><em>comic</em></em>s.<br>孩子们喜欢看连环漫画。<br><i>2</i>. He is looking for his <em><em>comic</em></em> book.<br>他在找他的连环画。<br><i>3</i>. He is a popular TV <em><em>comic</em></em>.<br>他是观众喜爱的电视喜剧演员。<br><i>4</i>. The <em><em>comic</em></em> scenes in the play were overdone.<br>这剧的滑稽场面太夸张了。<br>,
8935,1000字,common,普通的;常見的,adj.常见的；共同的；普通的；平常的；平凡的；粗俗的<br>n.公地；平民；普通；公园<br><br><i>1</i>. Windmills are a <em><em>common</em></em> sight in Holland.<br>风车是荷兰常见的景色。<br><i>2</i>. We have <em><em>common</em></em> topics to talk about.<br>我们有共同的话题可谈。<br><i>3</i>. Common interests bind us together.<br>共同的利益使我们结合在一起。<br><i>4</i>. Smith is a <em><em>common</em></em> surname.<br>史密斯是个很普通的姓。<br><i>5</i>. We went for a walk on the <em><em>common</em></em>.<br>我们在公地上散步。<br>,
8936,1000字,computer,"電腦,電子計算機","n.电脑；计算机<br><br><i>1</i>. I'm getting a new <em><em>computer</em></em> for birthday present.<br>我得到一台电脑作生日礼物。<br><i>2</i>. This <em><em>computer</em></em> company was established last year.<br>这家电脑公司是去年成立的。<br><i>3</i>. In addition to giving a general introduction to <em><em>computer</em></em>, the course also provides practical experience.<br>课程除了一般介绍电脑知识外，还提供实际操作的机会。<br><i>4</i>. I am a <em><em>computer</em></em> operator.<br>我是一名计算机操作人员。<br>",
8937,1000字,convenient,合宜的;方便的;便利的[( for/to)],"adj.便利的；方便的<br><br><i>1</i>. Internet makes it <em><em>convenient</em></em> for us to get in touch with each other.<br>互联网使得我们相互联系便利了。<br><i>2</i>. Please come whenever it is <em><em>convenient</em></em> to you.<br>方便的时候,请随时来。<br>",
8938,1000字,cook,"烹調,煮",n.厨师；炊事员<br>v.烹调；烧煮；捏造；纂改(账目)<br><br><i>1</i>. The <em><em>cook</em></em> went to see the cake left in the oven.<br>炊事员去照看炉子里的蛋糕了。<br><i>2</i>. They engaged a <em><em>cook</em></em> for the summer.<br>那个夏天他们雇了一个厨子。<br><i>3</i>. He was a <em><em>cook</em></em> before his demobilization.<br>他复员以前是一名炊事员。<br><i>4</i>. Will she <em><em>cook</em></em> dinner this evening?<br>她今晚要做晚饭吗？<br>,
8939,1000字,cookie,"【美】甜餅乾, (蘇格蘭) 一種小麵包",n.饼干；<俚>家伙<br><br><i>1</i>. This <em><em>cookie</em></em> is neither sweet nor soft.<br>这块饼干既不甜也不软。<br><i>2</i>. The child reached for another <em><em>cookie</em></em>.<br>小孩伸手拿取另一片饼干。<br><i>3</i>. We had <em><em>cookie</em></em>s and coffee.<br>我们吃了甜饼和咖啡。<br>,
8940,1000字,cool,涼快的,"adj.凉爽的；凉的；冷静的；冷漠的<br>vt.(使)变凉；(使)冷却；(使)冷静<br>vi.变凉；冷静下来<br>n.凉爽；冷静；凉快<br>adv.冷静地<br><br><i>1</i>. A brisk walk in <em><em>cool</em></em> weather is invigorating.<br>在凉爽的天气里轻松地散步令人心旷神怡。<br><i>2</i>. A <em><em>cool</em></em> breeze blew from the lake.<br>湖边吹来了一阵凉凉的微风。<br><i>3</i>. As it was a hot day, she wore a <em><em>cool</em></em> dress.<br>因为天气热,她穿了一件凉快的衣服。<br><i>4</i>. The occasion calls for a <em><em>cool</em></em> head.<br>在这样情况下需要有冷静的头脑。<br><i>5</i>. Trees <em><em>cool</em></em> the air as well as clean it.<br>树木不仅能使空气变凉,而且能净化空气。<br><i>6</i>. I'm going into the woods to <em><em>cool</em></em> off.<br>我想进树林子里去凉快一下。<br><i>7</i>. I like to feel the <em><em>cool</em></em> of the early morning.<br>我喜欢感受清晨的凉爽。<br><i>8</i>. A real warrior can keep <em><em>cool</em></em> while fighting a strong enemy.<br>真正的勇士能沉着冷静地应对强大的敌人。<br>",
8941,1000字,copy,"抄本,副本;複製品;(電影)拷貝[C]","n.复制品；抄本；副本；一册；一份<br>v.复制；抄写；抄袭<br><br><i>1</i>. The painting is a <em><em>copy</em></em> of one in the museum.<br>这幅画是博物馆中的一幅画的复制品。<br><i>2</i>. He asked his secretary to make a <em><em>copy</em></em> of the document.<br>他叫秘书把文件复制一份。<br><i>3</i>. This <em><em>copy</em></em> does not correspond with the original.<br>这抄本与原件不符。<br><i>4</i>. I managed to root out a <em><em>copy</em></em> of the document.<br>我好不容易才找到了文件的副本。<br><i>5</i>. Would you <em><em>copy</em></em> this letter for me, please?<br>请为我复印一下这封信好吗？<br>",
8942,1000字,correct,"正確的,對的[( in)]","adj.正确的；得体的<br>v.改正；纠正<br><br><i>1</i>. Your answer to the question is <em><em>correct</em></em>.<br>你对这个问题的回答是正确的。<br><i>2</i>. So far no <em><em>correct</em></em> conclusion has arrived at.<br>到目前为止,还没有得出任何正确的结论。<br><i>3</i>. Such casual dress would not be <em><em>correct</em></em> for a formal occasion.<br>这样的便服不宜在正式的场合穿。<br><i>4</i>. Correct the errors in the following sentences, if any.<br>如果下列句子中有错,请改正。<br>",
8943,1000字,cost,費用;成本[C],"n.费用；成本；代价；[律]诉讼费用<br>v.花费；使付出；使做不愉快的事；估算成本<br><br><i>1</i>. We calculated the <em><em>cost</em></em> of building a new house .<br>我们计算了造1座新房子的费用。<br><i>2</i>. We have to sum up the <em><em>cost</em></em>s of production.<br>我们得计算一下生产成本。<br><i>3</i>. I'm determined to attain my purpose at any <em><em>cost</em></em>.<br>我决心不惜任何代价达到目的。<br><i>4</i>. He saved his daughter at the <em><em>cost</em></em> of his life.<br>他以牺牲自己的生命挽救了女儿。<br><i>5</i>. It will <em><em>cost</em></em> 5000 at the lowest computation.<br>估计最少也值5000英镑。<br>",
8944,1000字,couch,長沙發;睡椅,"n.长椅；睡椅；长沙发；兽穴<br>vt.表达；躺下<br>vi.埋伏；躺下<br><br><i>1</i>. Dad is sleeping on the <em><em>couch</em></em>.<br>爸爸在长椅上睡觉。<br><i>2</i>. Little Tom was lolling about on the <em><em>couch</em></em>, eating sweets.<br>小汤姆懒洋洋地躺在睡椅上，吃着糖果。<br><i>3</i>. His black leather <em><em>couch</em></em> looks expensive.<br>他的黑色皮沙发看上去很昂贵。<br><i>4</i>. The rabbit sprang from its grassy <em><em>couch</em></em>.<br>兔子从草丛中跳出。<br><i>5</i>. Poets <em><em>couch</em></em> their ideas in beautiful language.<br>诗人用美丽的语言传达他们的意念。<br>",
8945,1000字,count,"計算,數","v.计算；视为；依赖；重要，有价值<br>n.计数；总数<br>n.伯爵（欧洲国家的贵族头衔）<br><br><i>1</i>. Material control and cycle <em><em>count</em></em>.<br>基本掌握物料控制及周期计算知识。<br><i>2</i>. It's not humanly possible to <em><em>count</em></em> so quickly.<br>计算得这么快是人力无法做到的。<br><i>3</i>. Fruity cocktails <em><em>count</em></em> as health food, study finds.<br>研究发现，水果鸡尾酒可被视为健康食品。<br><i>4</i>. Since most <em><em>count</em></em>ries already have too many laws, a pause for parliamentary reflection might <em><em>count</em></em> as progress.<br>大多数地区已经立了太多的法律，中止国会审议工作或可视为一种进步。<br><i>5</i>. Take your blood <em><em>count</em></em> first, please.<br>请先做一次血球计数。<br><i>6</i>. The <em><em>count</em></em> lived in that big house.<br>伯爵曾经住在那幢大房子里。<br>",
8946,1000字,country,國家;國土[C],"n.国家；乡村；区域；乡村音乐<br>adj.乡村的；国家的；故乡的；乡村音乐的<br><br><i>1</i>. China is a developing <em><em>country</em></em>.<br>中国是一个发展中国家。<br><i>2</i>. After many years abroad, he wanted to return home to his <em><em>country</em></em>.<br>在国外多年后，他想回到故乡。<br><i>3</i>. The <em><em>country</em></em> is very green in spring.<br>春天的时候，乡村一片青葱碧绿。<br><i>4</i>. She lived her whole life in the <em><em>country</em></em>.<br>她在农村度过一生。<br><i>5</i>. After ten years in the city, he is still <em><em>country</em></em>.<br>他在城里待了十年，仍是乡气十足。<br>",
8947,1000字,cousin,堂(或表)兄弟;堂(或表)姐妹,n.堂(或表)兄弟(姐妹)<br><br><i>1</i>. I hear from my <em><em>cousin</em></em> every two weeks.<br>我每两星期就会收到我表哥的来信。<br><i>2</i>. He is a distant <em><em>cousin</em></em> of mine.<br>他是我的一位远房表亲。<br>,
8948,1000字,cover,遮蓋;覆蓋[( with)],"n.封面；盖子；套子；表面<br>v.覆盖；涉及；包含；掩护；给…保险<br><br><i>1</i>. The front <em><em>cover</em></em> of the novel has been torn off.<br>这本小说的封面已被撕掉。<br><i>2</i>. I can't make the <em><em>cover</em></em> of the tin fit on.<br>我无法把这罐头的盖子盖上。<br><i>3</i>. The car should be housed with a <em><em>cover</em></em> for a longer time's parking.<br>长时间的存放汽车，应给汽车罩上套子。<br><i>4</i>. Tooth-colored porcelain will <em><em>cover</em></em> the metal crowns.<br>金属表面覆盖和牙齿一样颜色地瓷。<br><i>5</i>. Snow <em><em>cover</em></em>ed the ground.<br>积雪覆盖了大地。<br>",
8949,1000字,cow,母牛;奶牛,"n.母牛；雌象；雌鲸；雌犀牛；<俚><贬>女人<br>v.恐吓<br><br><i>1</i>. The <em><em>cow</em></em> has produced a calf.<br>这母牛生了一头小牛。<br><i>2</i>. Do you know how to milk a <em><em>cow</em></em>?<br>你知道怎么挤牛奶吗？<br><i>3</i>. I'm sure it was deliberately done to <em><em>cow</em></em> us.<br>我确信,这一事件经过精心策划,目的是恐吓我们。<br>",
8950,1000字,crazy,瘋狂的;蠢的;古怪的[ to-v],adj.疯狂的；荒唐的；着迷的<br>n.荒唐的人<br>adv.疯狂地<br><br><i>1</i>. Are you <em><em>crazy</em></em>?<br>你疯了吗？<br><i>2</i>. It drives me <em><em>crazy</em></em>.<br>它使我快要发疯了。<br><i>3</i>. The mother of the kidnapped child was <em><em>crazy</em></em> with worry.<br>那个被绑架的孩子的母亲担心得几乎发狂了。<br><i>4</i>. What started him off on this <em><em>crazy</em></em> idea?<br>他这个荒唐的主意是哪儿来的?<br>,
8951,1000字,cross,十字形;十字形記號,"v.穿过；交叉；杂交；反对；勾掉；碰见；阻挠<br>n.十字架；十字形；杂交动植物；苦难<br>adj.交叉的；相反的；生气的；杂交的<br><br><i>1</i>. It's very dangerous for children to <em><em>cross</em></em> the busy street.<br>对孩子们来说,穿过车来车往的街道很危险。<br><i>2</i>. Meet me at the point where the two paths <em><em>cross</em></em>.<br>我们在那两条路的交叉点见面吧。<br><i>3</i>. The experts in the zoo tried to <em><em>cross</em></em> a leopard with a lion.<br>动物园里的专家们试图使豹与狮子杂交。<br><i>4</i>. He <em><em>cross</em></em>es me in everything.<br>他处处与我作对。<br><i>5</i>. She wore a small silver <em><em>cross</em></em> on a chain round her neck.<br>她脖子上戴著项链,上面挂着个小的银制十字架。<br><i>6</i>. There was an accident yesterday at the <em><em>cross</em></em> part of three roads.<br>昨天,在三条路的交叉路段,发生了一起事故。<br>",
8952,1000字,cry,哭,"v.哭；(大声)叫喊；(强烈)要求<br>n.叫声；哭；喊<br><br><i>1</i>. She cried with grief when she heard news of her friend's death.<br>听到朋友死亡的消息，她难过地哭了。<br><i>2</i>. She began to <em><em>cry</em></em> in the face of failure.<br>面对失败，她开始哭了起来。<br><i>3</i>. He cried that he had found the key.<br>他大声地叫喊找到了钥匙。<br><i>4</i>. The girl in the river is <em><em>cry</em></em>ing for help.<br>掉进河里的女孩正喊救命呢。<br><i>5</i>. Very soon he heard a raven <em><em>cry</em></em> outside.<br>很快他就听见了外面乌鸦的叫声。<br>",
8953,1000字,cup,杯子[C],n.杯子；一杯之量；奖杯；罩杯<br>vt.使成杯形；把某物放入杯中<br><br><i>1</i>. This <em><em>cup</em></em> is made of stainless steel.<br>这只杯子是不锈钢做的。<br><i>2</i>. Please fill the <em><em>cup</em></em> with water.<br>请把这个杯子装满水。<br><i>3</i>. Would you like a <em><em>cup</em></em> of tea?<br>你想喝杯茶吗？<br><i>4</i>. Eight horses will race for the <em><em>cup</em></em>.<br>将有八匹马参赛争夺奖杯。<br><i>5</i>. When we want to hear something more clearly we <em><em>cup</em></em> our hands behind our ears.<br>我们想听得更清晰一些时，就把双手弯成杯状放在耳后。<br>,
8954,1000字,cut,切;割;剪;削;砍,"v.切；割；剪；削减；伤害；切牌<br>n.切口；切；式样；剪辑<br><br><i>1</i>. This knife is not sharp enough to <em><em>cut</em></em> the steak.<br>这把刀子不够利,无法切牛排。<br><i>2</i>. Don't <em><em>cut</em></em> your finger on the broken glass.<br>别让碎玻璃割伤你的手。<br><i>3</i>. Face round, please, so that I can <em><em>cut</em></em> your hair at the back.<br>转一下头, 好让我可以剪你后面的头发。<br><i>4</i>. Please <em><em>cut</em></em> out the expense in order to save the money.<br>为了节省钱,请削减开支。<br><i>5</i>. His cheek was badly scarred by a knife <em><em>cut</em></em>.<br>他的面颊上留有严重的刀疤。<br>",
8955,1000字,cute,"【主美】漂亮的,可愛的;小巧玲瓏的","adj.可爱的；聪明的，精明的，伶俐的；漂亮的<br>n.智取敌方的策略或手段；灵巧<br><br><i>1</i>. Isn't she a <em><em>cute</em></em> baby!<br>她是个多么逗人喜爱的孩子啊！<br><i>2</i>. Leila kept smiling her outrageously <em><em>cute</em></em> smile.<br>莱拉脸上始终挂着非常可爱的笑容。<br><i>3</i>. It was <em><em>cute</em></em> of you to spot that.<br>你能把那个挑出来真是精明的很。<br><i>4</i>. Listen, if you drop the <em><em>cute</em></em> act and ask me honestly, I'll tell you the truth.<br>听着,你要是不耍这些小花招,老老实实地问我的话,我会告诉你实情的。<br><i>5</i>. I walked in the damp and dark path of the hill, in the light of this <em><em>cute</em></em> orange latern.<br>我提着这灵巧的小橘灯，慢慢地在黑暗潮湿的山路上走着。<br>",
